LSOACode,Cluster
E01006423,0
E01006424,0
E01006427,2
E01006428,1
E01006431,1
E01006433,1
E01006438,2
E01006439,1
E01006441,1
E01006449,1
E01006452,1
E01006454,2
E01006456,1
E01006457,2
E01006459,2
E01006462,2
E01006463,1
E01006465,2
E01006466,2
E01006471,2
E01006472,0
E01006473,2
E01006474,2
E01006479,1
E01006485,2
E01006486,2
E01006487,2
E01006488,2
E01006489,2
E01006490,2
E01006491,2
E01006496,1
E01006498,0
E01006501,2
E01006502,2
E01006503,0
E01006508,1
E01006512,3
E01006519,0
E01006520,1
E01006521,3
E01006522,1
E01006523,1
E01006524,0
E01006525,0
E01006526,3
E01006527,2
E01006528,3
E01006529,3
E01006530,0
E01006531,0
E01006532,0
E01006533,2
E01006534,1
E01006535,1
E01006536,1
E01006537,3
E01006538,2
E01006539,0
E01006540,3
E01006541,1
E01006542,1
E01006543,2
E01006544,1
E01006545,1
E01006546,1
E01006547,1
E01006548,1
E01006549,1
E01006550,3
E01006552,1
E01006553,3
E01006556,1
E01006557,3
E01006565,1
E01006566,3
E01006567,1
E01006568,1
E01006569,1
E01006573,1
E01006575,1
E01006576,3
E01006577,0
E01006578,3
E01006579,0
E01006580,0
E01006581,0
E01006582,0
E01006583,0
E01006584,3
E01006586,1
E01006587,2
E01006588,3
E01006589,0
E01006590,3
E01006591,3
E01006592,0
E01006593,3
E01006594,0
E01006595,3
E01006596,0
E01006597,0
E01006606,1
E01006607,1
E01006608,1
E01006609,1
E01006610,1
E01006611,1
E01006614,1
E01006615,1
E01006617,2
E01006618,1
E01006619,3
E01006621,0
E01006622,0
E01006623,0
E01006624,1
E01006625,2
E01006626,3
E01006627,2
E01006628,3
E01006629,1
E01006632,1
E01006639,1
E01006640,2
E01006641,2
E01006644,1
E01006651,0
E01006652,1
E01006654,1
E01006655,1
E01006656,1
E01006665,2
E01006668,0
E01006670,2
E01006675,3
E01006680,0
E01006681,2
E01006682,0
E01006684,0
E01006685,0
E01006687,2
E01006688,3
E01006689,0
E01006692,1
E01006694,1
E01006696,1
E01006697,1
E01006698,1
E01006700,1
E01006701,1
E01006705,1
E01006708,1
E01006710,1
E01006711,1
E01006712,1
E01006713,1
E01006716,1
E01006717,1
E01006718,1
E01006719,1
E01006720,1
E01006721,1
E01006722,1
E01006723,1
E01006724,3
E01006725,1
E01006726,1
E01006727,1
E01006728,1
E01006738,1
E01006740,1
E01006741,1
E01006742,1
E01006743,1
E01006744,1
E01006745,1
E01006747,1
E01006748,1
E01006759,1
E01006761,1
E01006763,1
E01006764,1
E01006765,1
E01006766,1
E01006767,1
E01006773,2
E01006774,2
E01006780,1
E01006781,2
E01006782,1
E01006783,1
E01006784,3
E01006785,1
E01006786,2
E01006788,1
E01006790,1
E01006792,0
E01006794,2
E01006795,0
E01006796,0
E01006797,1
E01006798,2
E01006799,1
E01006800,0
E01006801,0
E01006802,2
E01006803,0
E01006804,2
E01006805,2
E01006806,0
E01006807,0
E01006811,1
E01006813,1
E01006814,0
E01006819,1
E01006822,0
E01006823,0
E01006824,0
E01006827,0
E01006828,0
E01006829,0
E01006831,1
E01006832,1
E01006833,3
E01006834,1
E01006835,3
E01006836,1
E01006838,1
E01006839,2
E01006840,2
E01006841,0
E01006843,1
E01006844,1
E01006846,2
E01006851,2
E01006852,0
E01006853,2
E01006854,2
E01006855,1
E01006856,0
E01006857,0
E01006858,1
E01006859,0
E01006862,1
E01006863,1
E01006864,2
E01006866,1
E01006867,0
E01006868,1
E01006869,1
E01006870,1
E01006872,1
E01006874,2
E01006876,3
E01006877,1
E01006878,3
E01006879,1
E01006882,0
E01006883,0
E01006884,0
E01006885,0
E01006886,0
E01006887,2
E01006888,0
E01006889,0
E01006890,2
E01006892,2
E01006893,2
E01006895,0
E01006896,2
E01006897,2
E01006898,1
E01006899,1
E01006900,2
E01006901,2
E01006906,2
E01006910,1
E01006911,2
E01006914,0
E01006915,1
E01006916,3
E01006917,0
E01006918,0
E01006920,2
E01006921,0
E01006922,0
E01006923,0
E01006924,1
E01006925,1
E01006926,0
E01006927,2
E01006928,0
E01006929,2
E01006930,2
E01006931,0
E01006932,0
E01006933,2
E01006934,2
E01006935,2
E01006936,0
E01006937,0
E01006938,0
E01006939,3
E01006940,0
E01006941,2
E01006942,2
E01006943,0
E01006944,1
E01006945,1
E01006946,2
E01006947,0
E01006948,1
E01006949,2
E01006950,1
E01006951,2
E01006954,3
E01006955,2
E01006956,1
E01006957,1
E01006958,1
E01006959,3
E01006960,2
E01006961,3
E01006962,1
E01006964,1
E01006966,1
E01006968,1
E01006969,1
E01006970,1
E01006971,2
E01006972,2
E01006973,0
E01006974,0
E01006976,2
E01006977,1
E01006978,2
E01006983,2
E01006985,0
E01006986,0
E01006987,0
E01006988,2
E01006989,0
E01006991,0
E01006992,0
E01006993,0
E01006994,1
E01006995,0
E01006996,1
E01006997,2
E01006998,2
E01006999,2
E01007001,1
E01007002,0
E01007003,1
E01007004,1
E01007013,1
E01007014,2
E01007016,1
E01007017,1
E01007020,1
E01007021,0
E01007022,1
E01007023,0
E01007025,0
E01007027,0
E01007028,2
E01007029,2
E01007030,2
E01007032,0
E01007033,2
E01007034,0
E01007035,2
E01007036,0
E01007037,2
E01007038,1
E01007040,2
E01007041,2
E01007042,2
E01007043,2
E01007044,2
E01007046,2
E01007047,1
E01007050,2
E01007053,2
E01007056,2
E01007057,2
E01007058,1
E01007059,2
E01007061,2
E01007062,2
E01007063,2
E01007064,2
E01007065,2
E01007066,2
E01007067,0
E01007068,0
E01007069,2
E01007071,0
E01007072,0
E01007074,2
E01007075,0
E01007076,0
E01007077,0
E01007078,0
E01007079,0
E01007080,0
E01007081,0
E01007082,0
E01007084,0
E01007095,0
E01007097,0
E01007098,0
E01007099,2
E01007100,0
E01007101,0
E01007102,3
E01007103,0
E01007104,0
E01007105,3
E01007106,2
E01007108,2
E01007109,2
E01007110,0
E01007111,0
E01007112,2
E01007113,0
E01007115,2
E01007116,0
E01007117,0
E01007118,1
E01007125,1
E01007126,1
E01007130,1
E01007131,1
E01007135,0
E01007136,1
E01007137,1
E01007138,1
E01007139,1
E01007140,2
E01007141,1
E01007142,0
E01007143,2
E01007144,0
E01007145,0
E01007146,0
E01007147,0
E01007148,0
E01007149,0
E01007150,0
E01007151,0
E01007152,2
E01007153,2
E01007154,0
E01007156,2
E01007157,2
E01007158,2
E01007159,0
E01007160,2
E01007161,2
E01007163,2
E01007164,2
E01007165,0
E01007166,0
E01007167,2
E01007168,1
E01007169,2
E01007170,0
E01007171,0
E01007172,0
E01007173,2
E01007174,2
E01007175,1
E01007176,1
E01007177,1
E01007178,1
E01007179,1
E01007180,1
E01007181,1
E01007182,0
E01007183,0
E01007184,0
E01007185,2
E01007186,0
E01007187,0
E01007188,0
E01007189,0
E01007190,0
E01007191,0
E01007192,0
E01007193,0
E01007194,2
E01007195,0
E01007196,0
E01007197,0
E01007198,0
E01007199,0
E01007200,0
E01007201,0
E01007202,2
E01007203,2
E01007205,1
E01007206,1
E01007207,2
E01007208,1
E01007210,1
E01007211,2
E01007212,2
E01007213,2
E01007214,1
E01007215,1
E01007216,1
E01007217,1
E01007218,1
E01007219,1
E01007220,1
E01007221,2
E01007222,2
E01007223,2
E01007224,0
E01007225,2
E01007226,2
E01007227,1
E01007228,1
E01007229,3
E01007230,3
E01007231,3
E01007232,1
E01007233,1
E01007234,3
E01007235,2
E01007236,2
E01007237,1
E01007238,1
E01007239,1
E01007240,3
E01007241,0
E01007242,0
E01007243,3
E01007244,1
E01007245,0
E01007246,2
E01007247,0
E01007248,0
E01007249,1
E01007250,0
E01007251,2
E01007252,2
E01007253,1
E01007254,0
E01007255,2
E01007256,0
E01007258,0
E01007259,0
E01007260,0
E01007261,0
E01007262,0
E01007263,1
E01007264,0
E01007265,0
E01007266,0
E01007267,0
E01007268,0
E01007270,1
E01007271,1
E01007272,1
E01007273,1
E01007275,1
E01007276,1
E01007277,1
E01007278,1
E01007279,0
E01007280,0
E01007281,0
E01007282,0
E01007283,0
E01007284,0
E01007285,0
E01007286,2
E01007287,2
E01007288,2
E01007290,2
E01007291,2
E01007294,1
E01007295,1
E01007296,1
E01007297,1
E01007298,0
E01007299,2
E01007300,1
E01007301,0
E01007302,2
E01007305,0
E01007306,0
E01007307,0
E01007308,0
E01007309,0
E01007310,0
E01007311,0
E01007312,2
E01007313,3
E01007314,2
E01007315,0
E01007316,0
E01007319,2
E01007320,1
E01007321,0
E01007322,1
E01007323,1
E01007324,1
E01007326,1
E01007328,1
E01007329,2
E01007330,2
E01007331,2
E01007332,1
E01007333,1
E01007334,0
E01007335,2
E01007336,1
E01007337,1
E01007338,1
E01007339,1
E01007340,1
E01007342,2
E01007343,1
E01007344,2
E01007345,1
E01007346,1
E01007347,2
E01007349,1
E01007350,2
E01007351,1
E01007353,2
E01007354,2
E01007355,0
E01007356,2
E01007357,1
E01007358,2
E01007359,2
E01007360,2
E01007361,2
E01007362,0
E01007363,1
E01007366,2
E01007367,1
E01007368,1
E01007369,1
E01007370,1
E01007371,1
E01007373,1
E01007374,2
E01007375,1
E01007376,1
E01007377,2
E01007379,0
E01007380,0
E01007381,0
E01007382,2
E01007383,0
E01007384,0
E01007385,1
E01007386,0
E01007387,2
E01007388,2
E01007389,0
E01007390,2
E01007392,1
E01007393,2
E01007394,1
E01007395,1
E01007396,2
E01007397,1
E01007398,2
E01007399,2
E01007400,2
E01007402,1
E01007404,2
E01007405,1
E01007406,1
E01007408,2
E01007409,2
E01007410,1
E01007414,1
E01007415,2
E01007417,1
E01007418,0
E01007419,0
E01007420,0
E01007421,0
E01007422,0
E01007423,0
E01007424,2
E01007425,0
E01007426,0
E01007427,0
E01007428,0
E01007429,1
E01007430,0
E01007431,0
E01007432,0
E01007433,1
E01007435,1
E01007436,2
E01007437,1
E01007438,2
E01007439,2
E01007440,1
E01007441,2
E01007442,0
E01007443,1
E01007444,2
E01007445,1
E01007446,2
E01007447,1
E01007448,1
E01007449,1
E01007450,1
E01007451,1
E01007452,2
E01007455,2
E01007456,2
E01007457,1
E01007458,1
E01007459,2
E01007460,2
E01007461,1
E01007464,1
E01007465,1
E01007466,1
E01007467,1
E01007468,0
E01007469,2
E01007471,2
E01007473,1
E01007475,0
E01007476,2
E01007477,0
E01007478,2
E01007479,2
E01007483,0
E01007484,2
E01007485,0
E01007486,2
E01007488,3
E01007489,2
E01007490,2
E01007491,1
E01007493,2
E01007494,1
E01007498,1
E01007501,2
E01007503,0
E01007504,1
E01007505,2
E01007508,1
E01007509,1
E01007510,1
E01007512,2
E01007513,2
E01007514,1
E01007515,1
E01007516,2
E01007517,1
E01007518,2
E01007519,2
E01007520,0
E01007521,0
E01007522,1
E01007523,0
E01007524,0
E01007526,0
E01007527,0
E01007528,1
E01007529,1
E01007530,1
E01007531,1
E01007533,1
E01007534,1
E01007535,1
E01007536,3
E01007537,2
E01007538,1
E01007539,1
E01007540,1
E01007541,1
E01007542,1
E01007545,2
E01007546,1
E01007547,1
E01007548,1
E01007550,1
E01007551,0
E01007552,0
E01007553,0
E01007554,2
E01007558,2
E01007560,2
E01007561,0
E01007562,2
E01007563,1
E01007565,0
E01007566,1
E01007569,1
E01007570,2
E01007571,1
E01007572,1
E01007574,1
E01007576,1
E01007577,1
E01007578,1
E01007579,1
E01007580,2
E01007581,0
E01007582,2
E01007583,0
E01007584,2
E01007585,2
E01007586,0
E01007587,2
E01007588,2
E01007589,0
E01007591,1
E01007592,1
E01007593,1
E01007594,0
E01007595,1
E01007596,0
E01007598,2
E01007599,0
E01007600,0
E01007601,0
E01007602,0
E01007603,0
E01007604,0
E01007605,0
E01007606,0
E01007607,2
E01007609,2
E01007610,0
E01007611,2
E01007612,0
E01007613,0
E01007614,0
E01007615,0
E01007616,2
E01007617,0
E01007618,0
E01007619,0
E01007620,0
E01007621,0
E01007622,0
E01007623,2
E01007624,0
E01007625,2
E01007626,1
E01007630,2
E01007631,0
E01007632,1
E01007634,1
E01007636,1
E01007637,1
E01007638,1
E01007639,1
E01007640,2
E01007641,2
E01007642,1
E01007643,1
E01007644,2
E01007645,1
E01007646,3
E01007647,2
E01007648,1
E01007649,2
E01007650,2
E01007651,1
E01007653,2
E01007654,1
E01007655,1
E01007656,1
E01007657,2
E01007658,2
E01007659,2
E01007660,0
E01007661,0
E01007663,0
E01007664,0
E01007665,2
E01007666,2
E01007667,1
E01007669,2
E01007670,0
E01007671,0
E01007672,0
E01007673,1
E01007674,0
E01007675,2
E01007676,1
E01007678,0
E01007679,1
E01007680,1
E01007681,2
E01007682,2
E01007683,2
E01007684,2
E01007685,0
E01007686,0
E01007687,2
E01007689,0
E01007690,0
E01007691,0
E01007692,0
E01007693,2
E01007694,1
E01007695,2
E01007698,2
E01007700,2
E01007702,1
E01007703,2
E01007704,2
E01007706,2
E01007707,2
E01007708,1
E01007709,0
E01007711,0
E01007712,0
E01007713,0
E01007714,1
E01007715,3
E01007717,1
E01007718,1
E01007720,1
E01007721,1
E01007724,2
E01007725,2
E01007726,1
E01007727,1
E01007728,2
E01007731,2
E01007733,1
E01007736,2
E01007741,0
E01007742,2
E01007744,2
E01007745,1
E01007746,2
E01007748,0
E01007749,0
E01007750,2
E01007751,2
E01007752,0
E01007753,2
E01007754,2
E01007755,0
E01007757,2
E01007758,1
E01007759,1
E01007760,1
E01007761,1
E01007762,2
E01007763,1
E01007765,1
E01007767,1
E01007768,1
E01007769,3
E01007770,1
E01007773,1
E01007774,1
E01007776,1
E01007777,1
E01007778,2
E01007781,1
E01007782,1
E01007783,1
E01007784,1
E01007786,2
E01007787,2
E01007788,2
E01007789,1
E01007790,1
E01007791,1
E01007793,2
E01007795,0
E01007799,1
E01007800,1
E01007801,0
E01007802,0
E01007803,2
E01007807,1
E01007808,0
E01007810,2
E01007811,0
E01007813,2
E01007814,0
E01007815,1
E01007817,2
E01007818,0
E01007819,2
E01007820,1
E01007823,2
E01007824,0
E01007825,0
E01007826,0
E01007827,0
E01007828,2
E01007829,3
E01007830,2
E01007831,0
E01007832,0
E01007833,2
E01007834,0
E01007835,2
E01007836,2
E01007838,2
E01007839,0
E01007841,0
E01007842,2
E01007846,2
E01007847,1
E01007849,1
E01007850,2
E01007851,1
E01007852,2
E01007853,2
E01007854,1
E01007855,1
E01007858,0
E01007860,3
E01007861,0
E01007862,0
E01007863,0
E01007864,3
E01007865,0
E01007866,0
E01007867,3
E01007868,3
E01007869,1
E01007870,1
E01007872,1
E01007879,1
E01007881,1
E01007882,2
E01007887,2
E01007888,0
E01007889,0
E01007890,0
E01007891,0
E01007893,0
E01007894,2
E01007895,1
E01007897,0
E01007898,0
E01007899,0
E01007900,1
E01007901,1
E01007903,1
E01007905,1
E01007906,1
E01007907,1
E01007908,2
E01007909,2
E01007910,1
E01007911,2
E01007912,2
E01007914,1
E01007915,0
E01007917,2
E01007918,0
E01007920,0
E01007921,0
E01007922,0
E01007923,0
E01007924,2
E01007925,0
E01007926,0
E01007927,0
E01007928,0
E01007929,0
E01007930,0
E01007931,0
E01007932,0
E01007933,0
E01007934,0
E01007935,0
E01007936,0
E01007937,0
E01007938,0
E01007939,0
E01007940,1
E01007944,3
E01007945,1
E01007949,1
E01007951,0
E01007952,0
E01007953,0
E01007954,0
E01007955,0
E01007956,0
E01007957,0
E01007958,0
E01007959,0
E01007960,0
E01007961,0
E01007962,3
E01007963,1
E01007964,1
E01007966,1
E01007967,1
E01007968,1
E01007969,2
E01007971,1
E01007972,2
E01007973,2
E01007974,2
E01007975,1
E01007976,1
E01007978,3
E01007980,3
E01007981,3
E01007982,1
E01007983,2
E01007984,0
E01007985,3
E01007986,2
E01007987,0
E01007988,0
E01007989,2
E01007990,2
E01007991,1
E01007992,3
E01007993,1
E01007994,3
E01007995,3
E01007996,2
E01007997,2
E01008000,2
E01008001,1
E01008002,2
E01008004,1
E01008005,2
E01008006,2
E01008008,1
E01008014,1
E01008016,1
E01008019,1
E01008020,2
E01008021,0
E01008023,0
E01008024,2
E01008025,2
E01008027,1
E01008028,1
E01008029,1
E01008030,2
E01008031,2
E01008032,1
E01008033,2
E01008034,2
E01008035,0
E01008036,0
E01008038,0
E01008039,2
E01008040,2
E01008041,0
E01008042,3
E01008043,0
E01008044,0
E01008045,3
E01008046,3
E01008047,3
E01008048,3
E01008049,0
E01008050,3
E01008051,3
E01008052,3
E01008056,1
E01008058,2
E01008059,2
E01008063,1
E01008064,0
E01008069,3
E01008072,1
E01008073,3
E01008074,0
E01008077,1
E01008078,2
E01008079,0
E01008080,2
E01008081,1
E01008083,1
E01008086,1
E01008087,2
E01008088,2
E01008089,1
E01008091,3
E01008093,1
E01008099,2
E01008104,3
E01008105,3
E01008107,1
E01008108,1
E01008109,1
E01008111,3
E01008112,1
E01008113,3
E01008125,1
E01008126,0
E01008128,0
E01008129,0
E01008130,0
E01008131,0
E01008132,0
E01008133,2
E01008134,2
E01008135,2
E01008136,2
E01008137,0
E01008139,2
E01008140,2
E01008141,0
E01008142,2
E01008143,2
E01008144,3
E01008145,1
E01008147,0
E01008149,0
E01008150,2
E01008151,3
E01008152,2
E01008153,2
E01008154,2
E01008155,1
E01008156,0
E01008157,1
E01008158,1
E01008159,0
E01008160,3
E01008161,3
E01008162,2
E01008163,1
E01008164,1
E01008167,1
E01008169,1
E01008170,1
E01008171,1
E01008172,2
E01008173,1
E01008174,2
E01008175,2
E01008176,2
E01008177,2
E01008178,2
E01008179,2
E01008181,2
E01008182,1
E01008184,0
E01008186,1
E01008187,1
E01008188,0
E01008190,2
E01008192,1
E01008193,0
E01008194,0
E01008195,2
E01008196,2
E01008197,2
E01008199,0
E01008200,0
E01008202,1
E01008203,1
E01008205,0
E01008206,2
E01008207,0
E01008208,1
E01008209,2
E01008210,1
E01008211,2
E01008212,1
E01008213,2
E01008217,1
E01008219,2
E01008224,2
E01008225,2
E01008226,2
E01008229,2
E01008230,2
E01008233,0
E01008234,0
E01008235,0
E01008236,2
E01008237,0
E01008238,0
E01008239,0
E01008240,2
E01008241,1
E01008242,1
E01008243,2
E01008244,2
E01008245,0
E01008246,2
E01008247,2
E01008248,0
E01008249,0
E01008250,2
E01008251,1
E01008252,1
E01008253,1
E01008254,1
E01008255,2
E01008256,2
E01008258,1
E01008260,0
E01008262,1
E01008263,1
E01008264,0
E01008265,2
E01008266,0
E01008267,2
E01008268,2
E01008269,0
E01008270,0
E01008271,0
E01008272,0
E01008273,0
E01008274,2
E01008275,0
E01008276,2
E01008277,2
E01008278,0
E01008279,0
E01008280,1
E01008283,0
E01008284,2
E01008286,2
E01008287,0
E01008288,1
E01008292,0
E01008293,2
E01008294,0
E01008296,1
E01008298,1
E01008300,1
E01008301,1
E01008302,2
E01008306,2
E01008307,1
E01008308,2
E01008309,0
E01008311,0
E01008312,0
E01008313,0
E01008314,2
E01008315,2
E01008316,0
E01008317,0
E01008318,1
E01008319,0
E01008320,2
E01008321,0
E01008322,0
E01008323,2
E01008326,0
E01008328,0
E01008329,2
E01008330,1
E01008332,2
E01008333,1
E01008334,1
E01008335,1
E01008336,1
E01008337,1
E01008338,1
E01008339,1
E01008341,1
E01008342,0
E01008343,2
E01008344,1
E01008345,1
E01008346,1
E01008347,2
E01008349,1
E01008351,0
E01008352,2
E01008353,1
E01008354,2
E01008355,0
E01008356,2
E01008357,0
E01008358,3
E01008360,2
E01008361,1
E01008362,3
E01008363,0
E01008364,3
E01008365,0
E01008366,0
E01008367,0
E01008368,0
E01008369,0
E01008370,0
E01008371,0
E01008372,3
E01008373,0
E01008374,2
E01008375,1
E01008376,0
E01008377,1
E01008378,0
E01008379,2
E01008381,0
E01008383,1
E01008384,2
E01008385,1
E01008386,2
E01008387,2
E01008392,2
E01008397,3
E01008400,1
E01008402,2
E01008403,2
E01008404,2
E01008405,1
E01008407,2
E01008409,0
E01008410,3
E01008411,3
E01008412,3
E01008413,3
E01008415,1
E01008416,2
E01008418,0
E01008419,0
E01008420,0
E01008421,0
E01008422,0
E01008423,0
E01008424,3
E01008428,1
E01008430,1
E01008431,2
E01008432,1
E01008433,2
E01008434,2
E01008441,1
E01008442,0
E01008443,0
E01008444,0
E01008445,2
E01008446,0
E01008447,0
E01008448,0
E01008449,1
E01008451,1
E01008452,0
E01008453,2
E01008458,0
E01008463,1
E01008464,2
E01008465,2
E01008466,0
E01008467,2
E01008468,1
E01008469,0
E01008470,2
E01008471,2
E01008472,0
E01008473,0
E01008475,0
E01008476,1
E01008479,0
E01008480,1
E01008481,1
E01008482,1
E01008483,2
E01008484,1
E01008486,1
E01008487,1
E01008488,1
E01008490,2
E01008491,1
E01008492,1
E01008493,0
E01008494,2
E01008495,0
E01008496,2
E01008497,0
E01008498,0
E01008499,2
E01008500,2
E01008502,1
E01008503,1
E01008504,0
E01008505,0
E01008506,1
E01008507,0
E01008508,1
E01008510,1
E01008511,1
E01008514,2
E01008516,0
E01008517,0
E01008518,0
E01008519,0
E01008520,0
E01008521,0
E01008522,0
E01008523,0
E01008524,1
E01008525,0
E01008526,0
E01008527,0
E01008528,0
E01008529,0
E01008530,2
E01008531,0
E01008532,2
E01008534,0
E01008535,2
E01008536,1
E01008537,1
E01008538,0
E01008539,2
E01008541,1
E01008542,1
E01008543,1
E01008544,1
E01008546,0
E01008548,0
E01008549,0
E01008550,0
E01008551,0
E01008552,0
E01008553,2
E01008554,2
E01008555,2
E01008556,0
E01008557,0
E01008558,0
E01008559,2
E01008560,0
E01008561,1
E01008562,0
E01008563,0
E01008564,0
E01008565,2
E01008567,1
E01008568,1
E01008569,1
E01008570,2
E01008571,1
E01008572,1
E01008573,1
E01008574,2
E01008575,1
E01008576,1
E01008577,2
E01008578,2
E01008579,0
E01008580,0
E01008581,0
E01008582,2
E01008583,1
E01008584,1
E01008585,2
E01008586,0
E01008587,2
E01008588,2
E01008589,0
E01008591,1
E01008592,1
E01008594,1
E01008595,1
E01008597,2
E01008598,1
E01008611,0
E01008612,0
E01008613,1
E01008614,2
E01008615,2
E01008616,0
E01008617,0
E01008618,0
E01008619,0
E01008620,0
E01008621,0
E01008622,2
E01008624,2
E01008627,0
E01008629,2
E01008635,2
E01008636,1
E01008637,2
E01008638,0
E01008639,1
E01008640,2
E01008641,1
E01008642,0
E01008643,2
E01008644,1
E01008646,2
E01008647,0
E01008648,2
E01008649,1
E01008654,1
E01008656,1
E01008657,0
E01008660,2
E01008664,1
E01008667,1
E01008668,1
E01008672,1
E01008673,0
E01008674,0
E01008675,2
E01008676,2
E01008677,2
E01008678,3
E01008679,2
E01008680,0
E01008681,0
E01008683,1
E01008684,1
E01008685,2
E01008686,2
E01008687,2
E01008688,1
E01008692,1
E01008693,1
E01008696,2
E01008700,1
E01008701,1
E01008704,1
E01008706,1
E01008707,2
E01008708,1
E01008711,1
E01008713,0
E01008715,2
E01008716,0
E01008717,1
E01008718,2
E01008720,1
E01008721,0
E01008722,0
E01008723,0
E01008724,0
E01008725,0
E01008726,0
E01008727,2
E01008728,0
E01008732,2
E01008733,1
E01008734,0
E01008735,1
E01008736,2
E01008737,1
E01008738,1
E01008739,1
E01008740,2
E01008741,2
E01008742,1
E01008744,1
E01008745,0
E01008746,1
E01008748,1
E01008749,0
E01008750,2
E01008753,1
E01008754,1
E01008755,1
E01008757,1
E01008758,2
E01008759,2
E01008760,2
E01008761,0
E01008764,2
E01008765,0
E01008766,2
E01008767,2
E01008768,2
E01008769,1
E01008772,0
E01008773,1
E01008774,2
E01008775,0
E01008776,1
E01008778,1
E01008779,1
E01008781,0
E01008782,0
E01008783,0
E01008784,0
E01008785,0
E01008786,2
E01008787,2
E01008788,2
E01008789,2
E01008790,2
E01008791,1
E01008792,0
E01008795,2
E01008796,2
E01008797,0
E01008799,0
E01008801,0
E01008802,2
E01008803,1
E01008804,1
E01008805,1
E01008808,0
E01008809,2
E01008811,2
E01008813,1
E01008814,2
E01008820,1
E01008830,2
E01008831,1
E01008832,2
E01008833,2
E01008834,1
E01008835,2
E01008843,0
E01008844,2
E01008845,0
E01008848,0
E01008850,0
E01008851,2
E01008852,0
E01008854,1
E01008855,2
E01008856,0
E01008857,1
E01008860,1
E01008861,2
E01008862,0
E01008863,0
E01008865,2
E01008866,2
E01008868,0
E01008869,2
E01008870,0
E01008871,1
E01008872,2
E01008873,0
E01008875,2
E01008876,0
E01008877,2
E01008878,1
E01008879,2
E01008881,1
E01008883,1
E01008884,1
E01008885,3
E01008886,1
E01008887,1
E01008888,3
E01008889,1
E01008890,1
E01008891,3
E01008893,3
E01008894,1
E01008895,1
E01008897,1
E01008898,1
E01008915,1
E01008917,2
E01008919,1
E01008920,2
E01008921,1
E01008923,1
E01008924,3
E01008925,2
E01008930,1
E01008932,1
E01008933,1
E01008934,3
E01008935,1
E01008936,1
E01008937,1
E01008938,1
E01008939,1
E01008940,1
E01008942,1
E01008943,1
E01008944,1
E01008945,1
E01008946,1
E01008947,3
E01008948,2
E01008949,2
E01008950,2
E01008951,3
E01008952,3
E01008953,1
E01008955,3
E01008956,3
E01008957,3
E01008959,3
E01008960,3
E01008961,3
E01008963,1
E01008964,1
E01008965,3
E01008966,1
E01008967,3
E01008968,3
E01008969,3
E01008971,3
E01008973,3
E01008974,3
E01008975,3
E01008976,1
E01008977,1
E01008981,3
E01008982,3
E01008986,3
E01008987,1
E01008988,3
E01008989,3
E01008990,0
E01008991,0
E01008992,3
E01008994,3
E01008997,3
E01008998,1
E01008999,1
E01009000,1
E01009001,3
E01009002,1
E01009003,3
E01009005,1
E01009006,3
E01009007,1
E01009008,3
E01009009,2
E01009011,1
E01009012,3
E01009013,1
E01009014,1
E01009015,1
E01009016,1
E01009018,3
E01009019,1
E01009020,1
E01009021,1
E01009022,1
E01009023,3
E01009024,1
E01009025,1
E01009026,1
E01009028,1
E01009029,1
E01009030,3
E01009031,3
E01009032,3
E01009033,1
E01009034,3
E01009035,3
E01009036,3
E01009037,3
E01009039,0
E01009040,0
E01009041,3
E01009042,3
E01009043,1
E01009044,1
E01009045,1
E01009046,3
E01009049,1
E01009054,1
E01009056,1
E01009064,1
E01009065,3
E01009066,3
E01009067,3
E01009068,3
E01009069,3
E01009070,3
E01009071,3
E01009072,3
E01009075,1
E01009077,3
E01009078,3
E01009084,1
E01009085,1
E01009086,1
E01009087,3
E01009088,1
E01009089,1
E01009090,1
E01009091,1
E01009093,1
E01009094,1
E01009095,1
E01009098,1
E01009100,1
E01009102,1
E01009104,1
E01009105,3
E01009107,1
E01009108,2
E01009110,1
E01009111,3
E01009112,1
E01009114,1
E01009116,3
E01009118,1
E01009119,3
E01009120,3
E01009121,1
E01009123,1
E01009125,1
E01009126,3
E01009130,1
E01009131,1
E01009132,1
E01009135,2
E01009136,1
E01009137,1
E01009138,1
E01009139,3
E01009140,3
E01009145,3
E01009151,1
E01009153,1
E01009158,1
E01009159,2
E01009161,1
E01009162,3
E01009163,1
E01009165,1
E01009166,1
E01009167,1
E01009168,2
E01009169,2
E01009170,2
E01009171,1
E01009172,1
E01009175,3
E01009176,3
E01009177,3
E01009178,3
E01009179,3
E01009183,3
E01009184,3
E01009185,3
E01009186,3
E01009187,3
E01009188,3
E01009189,3
E01009194,1
E01009195,1
E01009197,1
E01009198,1
E01009205,3
E01009206,3
E01009207,2
E01009208,3
E01009209,3
E01009210,1
E01009211,2
E01009212,1
E01009213,1
E01009215,1
E01009216,1
E01009217,2
E01009218,3
E01009219,3
E01009220,1
E01009221,1
E01009223,3
E01009224,2
E01009225,1
E01009226,1
E01009227,3
E01009228,3
E01009229,3
E01009230,3
E01009231,3
E01009232,3
E01009233,1
E01009234,3
E01009235,3
E01009236,3
E01009237,1
E01009238,3
E01009239,3
E01009240,3
E01009241,3
E01009242,3
E01009243,3
E01009244,3
E01009245,3
E01009246,3
E01009247,3
E01009248,3
E01009249,3
