LSOACode,Cluster
E01019647,1
E01019648,2
E01019649,3
E01019650,1
E01019651,2
E01019652,3
E01019653,0
E01019654,2
E01019655,2
E01019656,0
E01019657,1
E01019658,2
E01019659,0
E01019660,2
E01019661,1
E01019662,1
E01019664,1
E01019665,1
E01019666,1
E01019667,1
E01019669,2
E01019670,0
E01019671,0
E01019672,1
E01019673,2
E01019674,2
E01019675,1
E01019676,1
E01019677,2
E01019678,0
E01019679,3
E01019680,3
E01019681,0
E01019682,1
E01019683,0
E01019684,0
E01019685,0
E01019686,0
E01019687,1
E01019688,1
E01019689,2
E01019690,3
E01019691,2
E01019692,1
E01019693,1
E01019694,0
E01019695,2
E01019696,0
E01019697,2
E01019698,0
E01019699,1
E01019700,2
E01019701,2
E01019702,0
E01019703,0
E01019704,0
E01019705,2
E01019706,0
E01019707,0
E01019708,0
E01019709,1
E01019710,2
E01019711,0
E01019712,0
E01019713,0
E01019714,0
E01019715,3
E01019716,2
E01019717,3
E01019718,2
E01019719,2
E01019720,0
E01019721,0
E01019722,0
E01019723,2
E01019724,2
E01019725,0
E01019726,0
E01019727,0
E01019730,1
E01019732,2
E01019733,2
E01019734,0
E01019735,0
E01019736,0
E01019737,0
E01019738,3
E01019739,3
E01019740,2
E01019741,2
E01019742,2
E01019743,1
E01019744,2
E01019745,1
E01019746,0
E01019747,0
E01019748,3
E01019749,0
E01019750,2
E01019751,0
E01019752,2
E01019753,0
E01019754,0
E01019755,0
E01019756,0
E01019757,0
E01019758,0
E01019760,2
E01019762,0
E01019763,2
E01019764,0
E01019765,0
E01019766,0
E01019767,0
E01019768,1
E01019769,0
E01019770,0
E01019771,0
E01019772,0
E01019773,1
E01019774,2
E01019775,1
E01019776,1
E01019777,1
E01019778,0
E01019779,0
E01019780,2
E01019781,0
E01019782,2
E01019783,0
E01019784,0
E01019785,0
E01019786,2
E01019787,0
E01019788,0
E01019790,0
E01019791,2
E01019792,1
E01019793,0
E01019794,0
E01019795,0
E01019797,1
E01019798,2
E01019799,1
E01019800,2
E01019801,2
E01019802,2
E01019803,2
E01019804,0
E01019805,0
E01019806,0
E01019809,2
E01019810,2
E01019811,0
E01019812,0
E01019813,2
E01019814,0
E01019815,2
E01019816,0
E01019818,1
E01019819,2
E01019820,0
E01019821,2
E01019822,2
E01019823,2
E01019825,0
E01019827,2
E01019828,0
E01019829,0
E01019830,0
E01019831,0
E01019832,0
E01019833,0
E01019834,0
E01019835,0
E01019837,2
E01019838,1
E01019840,0
E01019841,0
E01019842,1
E01019843,0
E01019844,2
E01019845,0
E01019846,2
E01019847,0
E01019848,0
E01019850,0
E01019851,2
E01019852,2
E01019853,0
E01019854,0
E01019855,0
E01019856,1
E01019857,0
E01019859,0
E01019860,0
E01019861,2
E01019862,2
E01019863,1
E01019864,2
E01019865,2
E01019866,0
E01019867,0
E01019868,0
E01019869,0
E01019870,2
E01019871,2
E01019872,0
E01019873,2
E01019874,0
E01019875,0
E01019876,2
E01019877,1
E01019878,2
E01019879,0
E01019880,0
E01019881,0
E01019882,2
E01019883,2
E01019885,2
E01019886,2
E01019887,2
E01019888,2
E01019889,0
E01019890,0
E01019891,0
E01019892,0
E01019893,0
E01019894,0
E01019895,0
E01019896,0
E01019897,2
E01019898,0
E01019899,2
E01019900,0
E01019901,0
E01019902,2
E01019903,0
E01019904,2
E01019905,0
E01019906,0
E01019907,0
E01019908,2
E01019909,0
E01019910,0
E01019911,0
E01019912,2
E01019913,0
E01019914,1
E01019915,0
E01019916,3
E01019917,2
E01019918,3
E01019919,3
E01019920,2
E01019921,0
E01019922,1
E01019923,2
E01019924,2
E01019925,0
E01019927,1
E01019928,2
E01019929,0
E01019930,0
E01019931,0
E01019932,2
E01019933,2
E01019934,0
E01019935,0
E01019936,0
E01019937,0
E01019938,0
E01019939,0
E01019940,0
E01019942,2
E01019943,0
E01019944,0
E01019945,0
E01019946,0
E01019947,3
E01019948,2
E01019949,0
E01019950,2
E01019951,0
E01019952,0
E01019953,0
E01019954,2
E01019955,2
E01019956,0
E01019957,0
E01019958,0
E01019960,0
E01019961,0
E01019962,0
E01019963,0
E01019964,0
E01019965,0
E01019966,0
E01019967,0
E01019968,0
E01019969,2
E01019970,0
E01019971,2
E01019972,3
E01019973,2
E01019974,2
E01019976,0
E01019977,2
E01019980,1
E01019981,2
E01019982,2
E01019983,0
E01019984,0
E01019985,1
E01019986,0
E01019987,3
E01019988,2
E01019989,3
E01019990,1
E01019991,1
E01019992,2
E01019993,0
E01019994,3
E01019995,1
E01019996,3
E01019997,3
E01019998,0
E01019999,0
E01020000,1
E01020001,0
E01020002,2
E01020003,0
E01020004,0
E01020005,1
E01020006,3
E01020007,3
E01020008,3
E01020009,3
E01020010,1
E01020011,0
E01020012,1
E01020013,2
E01020014,1
E01020015,1
E01020016,1
E01020017,3
E01020018,1
E01020019,3
E01020020,3
E01020021,3
E01020022,3
E01020023,0
E01020024,0
E01020025,3
E01020026,0
E01020027,2
E01020029,3
E01020030,3
E01020031,3
E01020032,3
E01020033,2
E01020035,0
E01020036,2
E01020037,1
E01020038,0
E01020039,1
E01020040,2
E01020041,2
E01020042,0
E01020043,2
E01020044,0
E01020045,0
E01020046,0
E01020047,0
E01020048,3
E01020049,0
E01020050,2
E01020051,0
E01020052,2
E01020053,2
E01020054,0
E01020055,2
E01020056,0
E01020057,2
E01020058,0
E01020059,0
E01020060,2
E01020061,2
E01020062,0
E01020063,2
E01020064,2
E01020065,2
E01020066,0
E01020067,1
E01020068,0
E01020069,0
E01020070,3
E01020071,0
E01020072,0
E01020073,2
E01020074,0
E01020075,0
E01020076,0
E01020077,0
E01020078,1
E01020079,1
E01020080,0
E01020081,2
E01020083,0
E01020084,2
E01020085,0
E01020086,0
E01020087,0
E01020088,3
E01020089,0
E01020090,0
E01020091,0
E01020092,0
E01020093,2
E01020094,1
E01020095,1
E01020096,1
E01020097,2
E01020098,3
E01020099,2
E01020100,2
E01020101,2
E01020102,0
E01020103,1
E01020104,1
E01020105,2
E01020106,0
E01020107,0
E01020108,0
E01020109,0
E01020110,0
E01020111,1
E01020112,1
E01020113,1
E01020114,1
E01020115,2
E01020116,2
E01020117,2
E01020118,1
E01020119,0
E01020120,0
E01020121,0
E01020122,0
E01020123,2
E01020124,2
E01020125,0
E01020126,2
E01020127,0
E01020128,0
E01020129,2
E01020130,3
E01020131,2
E01020132,2
E01020133,0
E01020135,2
E01020136,2
E01020137,2
E01020138,2
E01020139,1
E01020140,2
E01020141,1
E01020142,0
E01020143,0
E01020144,0
E01020145,0
E01020146,0
E01020147,0
E01020148,0
E01020149,2
E01020150,0
E01020151,0
E01020152,3
E01020153,0
E01020154,2
E01020156,0
E01020157,3
E01020158,0
E01020159,0
E01020160,0
E01020161,2
E01020162,0
E01020163,0
E01020164,2
E01020165,0
E01020166,0
E01020167,0
E01020168,2
E01020169,0
E01020170,0
E01020171,0
E01020172,0
E01020173,0
E01020174,0
E01020175,0
E01020176,0
E01020177,2
E01020178,0
E01020179,0
E01020180,2
E01020181,2
E01020182,2
E01020183,3
E01020184,3
E01020185,0
E01020186,0
E01020187,2
E01020188,0
E01020189,2
E01020190,0
E01020191,2
E01020192,0
E01020193,0
E01020194,0
E01020195,2
E01020196,2
E01020197,0
E01020198,1
E01020199,2
E01020200,0
E01020201,0
E01020202,2
E01020203,0
E01020204,2
E01020205,0
E01020206,2
E01020207,2
E01020208,2
E01020209,2
E01020210,0
E01020211,1
E01020213,2
E01020214,2
E01020215,0
E01020216,1
E01020217,3
E01020218,1
E01020219,0
E01020221,2
E01020222,0
E01020223,2
E01020224,3
E01020225,1
E01020226,0
E01020227,2
E01020228,1
E01020229,3
E01020230,2
E01020231,2
E01020232,2
E01020233,0
E01020234,2
E01020235,3
E01020236,0
E01020237,0
E01020238,0
E01020239,0
E01020240,0
E01020241,0
E01020242,0
E01020243,0
E01020244,2
E01020245,0
E01020246,0
E01020247,2
E01020248,0
E01020249,2
E01020250,0
E01020251,0
E01020252,2
E01020253,0
E01020254,1
E01020255,2
E01020256,2
E01020257,0
E01020258,2
E01020259,0
E01020260,0
E01020261,0
E01020262,3
E01020263,2
E01020264,1
E01020265,0
E01020266,0
E01020267,0
E01020268,0
E01020269,1
E01020270,0
E01020271,3
E01020272,1
E01020273,0
E01020274,0
E01020275,2
E01020276,2
E01020277,1
E01020278,2
E01020279,2
E01020280,1
E01020281,0
E01020282,1
E01020283,2
E01020284,2
E01020285,1
E01020286,2
E01020287,2
E01020288,2
E01020289,2
E01020290,2
E01020291,2
E01020292,2
E01020293,2
E01020294,1
E01020295,0
E01020296,0
E01020297,1
E01020298,2
E01020299,2
E01020300,0
E01020301,2
E01020302,2
E01020303,2
E01020304,2
E01020305,1
E01020306,0
E01020307,2
E01020308,0
E01020309,3
E01020310,2
E01020311,2
E01020312,0
E01020313,2
E01020314,2
E01020315,0
E01020316,0
E01020317,0
E01020318,0
E01020319,0
E01020320,0
E01020321,2
E01020322,2
E01020323,2
E01020324,0
E01020325,0
E01020326,2
E01020327,2
E01020328,2
E01020329,2
E01020330,2
E01020331,0
E01020332,3
E01020333,0
E01020334,2
E01020335,2
E01020336,0
E01020337,2
E01020338,2
E01020339,0
E01020340,2
E01020341,0
E01020342,2
E01020343,0
E01020344,0
E01020345,2
E01020346,1
E01020347,1
E01020348,1
E01020349,2
E01020350,0
E01020351,0
E01020352,0
E01020353,2
E01020354,2
E01020355,0
E01020356,0
E01020357,2
E01020358,0
E01020359,2
E01020360,2
E01020361,2
E01020362,0
E01020363,2
E01020364,2
E01020365,0
E01020366,0
E01020367,0
E01020368,3
E01020369,0
E01020370,0
E01020371,0
E01020372,0
E01020373,0
E01020374,0
E01020375,0
E01020376,0
E01020377,0
E01020378,0
E01020379,0
E01020380,0
E01020381,0
E01020382,0
E01020383,0
E01020384,0
E01020385,0
E01020386,0
E01020387,0
E01020388,0
E01020389,2
E01020390,0
E01020391,0
E01020392,2
E01020393,2
E01020394,2
E01020395,0
E01020396,0
E01020397,0
E01020398,0
E01020399,0
E01020400,0
E01020401,0
E01020402,0
E01020403,0
E01020404,0
E01020405,0
E01020406,0
E01020407,0
E01020408,0
E01020411,2
E01020412,2
E01020413,0
E01020414,0
E01020415,0
E01020416,0
E01020417,0
E01020418,0
E01020419,0
E01020420,0
E01020421,0
E01020422,2
E01020423,0
E01020424,2
E01020425,0
E01020426,0
E01020427,2
E01020428,2
E01020429,2
E01020430,0
E01020431,2
E01020432,2
E01020433,0
E01020434,2
E01020435,0
E01020436,0
E01020437,2
E01020438,2
E01020439,2
E01020440,0
E01020441,2
E01020442,0
E01020443,2
E01020444,2
E01020445,0
E01020446,0
E01020447,2
E01020448,0
E01020449,0
E01020450,0
E01020452,2
E01020453,0
E01020454,2
E01020455,0
E01020456,2
E01020457,0
E01020458,0
E01020459,2
E01020460,0
E01020462,0
E01020463,0
E01020464,0
E01020465,2
E01020466,2
E01020467,0
E01020468,0
E01020469,2
E01020470,0
E01020471,2
E01020472,2
E01020473,2
E01020474,0
E01020475,2
E01020476,2
E01020477,2
E01020478,2
E01020479,2
E01020480,0
E01020481,0
E01020482,2
E01020483,2
E01020484,2
E01020485,2
E01020486,2
E01020487,0
E01020488,2
E01020489,2
E01020490,0
E01020491,2
E01020492,2
E01020493,2
E01020494,0
E01020495,2
E01020496,2
E01020497,0
E01020498,0
E01020499,1
E01020500,2
E01020501,0
E01020502,1
E01020503,2
E01020504,0
E01020505,0
E01020506,2
E01020507,0
E01020508,0
E01020509,0
E01020510,2
E01020511,0
E01020512,3
E01020513,2
E01020514,0
E01020515,0
E01020516,2
E01020517,0
E01020518,2
E01020519,0
E01020520,0
E01020523,0
E01020524,0
E01020525,0
E01020526,2
E01020527,2
E01020528,2
E01020529,0
E01020530,0
E01020531,0
E01020532,0
E01020533,2
E01020534,0
E01020535,0
E01020536,2
E01020537,0
E01020538,0
E01020539,0
E01020540,0
E01020541,0
E01020542,2
E01020543,2
E01020544,0
E01020547,2
E01020549,0
E01020550,0
E01020551,1
E01020553,1
E01020554,1
E01020555,1
E01020556,1
E01020557,0
E01020558,0
E01020559,0
E01020560,0
E01020561,2
E01020562,2
E01020563,2
E01020564,1
E01020565,2
E01020566,0
E01020569,1
E01020570,0
E01020571,2
E01020572,3
E01020573,1
E01020574,2
E01020575,1
E01020576,0
E01020577,2
E01020578,2
E01020579,0
E01020580,0
E01020581,2
E01020582,1
E01020583,0
E01020584,2
E01020585,2
E01020586,2
E01020587,2
E01020588,2
E01020589,2
E01020590,2
E01020591,2
E01020593,1
E01020594,2
E01020595,0
E01020596,1
E01020597,0
E01020598,0
E01020599,1
E01020600,0
E01020601,0
E01020603,0
E01020604,2
E01020605,0
E01020606,1
E01020607,2
E01020608,2
E01020609,2
E01020610,0
E01020611,0
E01020612,0
E01020613,0
E01020614,2
E01020615,1
E01020616,1
E01020617,2
E01020618,1
E01020619,2
E01020621,1
E01020622,0
E01020624,1
E01020625,2
E01020626,1
E01020627,0
E01020628,0
E01020629,2
E01020630,2
E01020631,2
E01020632,2
E01020633,1
E01020634,0
E01020635,0
E01020636,2
E01020637,0
E01020638,2
E01020639,1
E01020640,2
E01020641,2
E01020642,2
E01020643,2
E01020644,2
E01020646,2
E01020648,1
E01020649,1
E01020650,2
E01020651,2
E01020652,1
E01020653,1
E01020654,2
E01020655,0
E01020656,2
E01020657,2
E01020658,1
E01020659,0
E01020660,2
E01020661,2
E01020662,1
E01020663,2
E01020664,0
E01020665,2
E01020666,0
E01020667,2
E01020668,1
E01020669,1
E01020670,1
E01020671,1
E01020672,1
E01020673,1
E01020674,1
E01020675,1
E01020676,2
E01020677,2
E01020678,2
E01020679,1
E01020680,0
E01020681,2
E01020682,0
E01020683,0
E01020684,2
E01020685,2
E01020689,1
E01020690,0
E01020691,2
E01020692,0
E01020693,2
E01020695,2
E01020696,2
E01020697,2
E01020698,0
E01020701,0
E01020702,0
E01020704,0
E01020706,2
E01020708,0
E01020709,0
E01020710,0
E01020711,2
E01020712,0
E01020713,0
E01020714,0
E01020715,2
E01020717,0
E01020718,0
E01020719,0
E01020720,2
E01020721,0
E01020722,1
E01020723,2
E01020725,0
E01020726,2
E01020729,1
E01020730,2
E01020731,0
E01020732,0
E01020733,1
E01020736,1
E01020737,2
E01020738,2
E01020739,1
E01020740,2
E01020741,1
E01020742,1
E01020746,2
E01020749,1
E01020751,1
E01020752,2
E01020753,1
E01020754,2
E01020756,0
E01020757,1
E01020760,2
E01020761,1
E01020763,1
E01020764,2
E01020765,1
E01020766,1
E01020767,1
E01020768,1
E01020770,1
E01020771,1
E01020772,2
E01020776,2
E01020777,1
E01020778,0
E01020779,0
E01020782,2
E01020783,2
E01020786,0
E01020787,1
E01020788,1
E01020789,1
E01020792,1
E01020793,1
E01020794,2
E01020795,1
E01020796,0
E01020797,1
E01020801,2
E01020802,1
E01020803,2
E01020805,1
E01020806,1
E01020807,1
E01020808,2
E01020810,2
E01020811,2
E01020812,2
E01020813,0
E01020814,2
E01020815,2
E01020817,0
E01020818,2
E01020820,1
E01020821,2
E01020822,0
E01020824,2
E01020825,2
E01020826,2
E01020827,1
E01020828,0
E01020829,0
E01020830,2
E01020832,2
E01020833,2
E01020834,1
E01020835,1
E01020836,1
E01020837,0
E01020838,1
E01020839,1
E01020840,1
E01020841,1
E01020842,1
E01020843,0
E01020846,2
E01020848,2
E01020850,0
E01020851,0
E01020852,2
E01020853,2
E01020854,0
E01020855,0
E01020856,1
E01020857,0
E01020858,2
E01020859,2
E01020860,1
E01020861,2
E01020862,0
E01020863,0
E01020864,2
E01020865,0
E01020867,0
E01020868,2
E01020869,1
E01020870,0
E01020871,2
E01020872,2
E01020874,1
E01020875,2
E01020876,2
E01020877,2
E01020878,1
E01020879,0
E01020880,1
E01020881,2
E01020882,2
E01020883,0
E01020884,1
E01020886,2
E01020887,2
E01020888,2
E01020889,2
E01020890,2
E01020891,2
E01020892,1
E01020893,2
E01020895,1
E01020896,2
E01020897,1
E01020899,2
E01020900,2
E01020901,1
E01020903,2
E01020904,2
E01020905,2
E01020906,0
E01020907,1
E01020910,1
E01020911,1
E01020912,1
E01020913,1
E01020914,1
E01020915,1
E01020916,3
E01020917,1
E01020918,2
E01020919,2
E01020920,1
E01020921,2
E01020923,1
E01020924,2
E01020925,1
E01020926,2
E01020927,2
E01020928,2
E01020929,1
E01020931,0
E01020932,2
E01020933,0
E01020934,0
E01020935,3
E01020936,3
E01020937,1
E01020938,2
E01020939,0
E01020940,0
E01020941,1
E01020942,0
E01020943,2
E01020944,0
E01020945,0
E01020946,0
E01020947,2
E01020948,0
E01020949,2
E01020950,2
E01020951,2
E01020952,1
E01020953,0
E01020954,0
E01020955,1
E01020956,2
E01020957,2
E01020959,2
E01020960,0
E01020961,2
E01020962,0
E01020963,0
E01020964,0
E01020965,3
E01020966,2
E01020967,2
E01020968,2
E01020969,2
E01020970,0
E01020971,1
E01020973,1
E01020974,2
E01020975,3
E01020976,2
E01020977,1
E01020978,1
E01020979,1
E01020980,1
E01020981,1
E01020982,1
E01020983,1
E01020984,1
E01020985,1
E01020986,0
E01020987,2
E01020988,0
E01020989,1
E01020990,1
E01020991,3
E01020992,1
E01020994,1
E01020995,1
E01020996,1
E01020997,2
E01020998,1
E01020999,2
E01021000,3
E01021001,2
E01021002,2
E01021003,3
E01021004,2
E01021006,2
E01021007,0
E01021008,2
E01021009,0
E01021010,2
E01021011,3
E01021012,1
E01021013,2
E01021014,1
E01021016,1
E01021017,1
E01021018,2
E01021019,1
E01021020,1
E01021021,2
E01021022,0
E01021023,0
E01021024,2
E01021025,0
E01021026,0
E01021027,0
E01021028,0
E01021029,2
E01021030,0
E01021031,2
E01021032,0
E01021033,2
E01021034,2
E01021035,3
E01021036,0
E01021037,1
E01021038,0
E01021039,0
E01021040,0
E01021041,0
E01021042,0
E01021043,2
E01021044,1
E01021045,2
E01021046,2
E01021047,2
E01021048,1
E01021049,1
E01021050,2
E01021051,2
E01021052,0
E01021054,0
E01021055,2
E01021056,0
E01021058,2
E01021059,2
E01021060,1
E01021061,2
E01021062,1
E01021063,2
E01021064,2
E01021065,1
E01021066,2
E01021067,0
E01021068,0
E01021069,0
E01021070,2
E01021071,1
E01021072,0
E01021073,0
E01021074,2
E01021075,0
E01021076,2
E01021077,0
E01021078,0
E01021079,2
E01021080,0
E01021081,0
E01021082,0
E01021083,0
E01021084,2
E01021085,0
E01021086,0
E01021087,0
E01021088,0
E01021089,2
E01021090,1
E01021091,1
E01021092,1
E01021093,0
E01021094,0
E01021095,0
E01021097,0
E01021098,0
E01021099,0
E01021100,2
E01021101,2
E01021102,1
E01021103,1
E01021104,0
E01021105,2
E01021106,2
E01021107,0
E01021108,2
E01021109,2
E01021110,0
E01021111,2
E01021112,0
E01021113,2
E01021114,2
E01021115,0
E01021116,2
E01021117,2
E01021118,2
E01021120,2
E01021121,2
E01021122,1
E01021123,0
E01021124,0
E01021125,2
E01021126,2
E01021127,2
E01021128,2
E01021129,0
E01021130,2
E01021131,1
E01021132,0
E01021133,2
E01021134,2
E01021135,1
E01021137,1
E01021138,2
E01021139,2
E01021140,0
E01021141,0
E01021143,0
E01021144,0
E01021145,0
E01021146,0
E01021147,0
E01021148,0
E01021149,0
E01021150,0
E01021151,0
E01021152,2
E01021153,0
E01021154,2
E01021155,0
E01021156,0
E01021157,0
E01021158,0
E01021159,0
E01021160,2
E01021161,0
E01021162,0
E01021163,0
E01021164,0
E01021165,0
E01021166,0
E01021167,0
E01021168,0
E01021169,0
E01021170,0
E01021171,0
E01021172,0
E01021173,0
E01021174,0
E01021175,0
E01021176,0
E01021177,1
E01021180,0
E01021181,2
E01021182,2
E01021183,1
E01021184,2
E01021185,2
E01021186,0
E01021187,0
E01021188,0
E01021189,0
E01021190,0
E01021191,0
E01021192,0
E01021193,2
E01021194,0
E01021195,2
E01021196,0
E01021197,0
E01021198,2
E01021199,0
E01021200,2
E01021201,0
E01021202,0
E01021203,0
E01021204,2
E01021205,0
E01021206,2
E01021207,2
E01021208,0
E01021209,0
E01021210,0
E01021211,2
E01021212,2
E01021213,2
E01021214,2
E01021215,0
E01021216,2
E01021217,0
E01021218,0
E01021219,0
E01021220,2
E01021221,2
E01021222,2
E01021223,0
E01021224,2
E01021225,0
E01021226,0
E01021227,0
E01021228,0
E01021229,0
E01021230,0
E01021231,0
E01021232,0
E01021233,0
E01021234,0
E01021235,0
E01021236,2
E01021237,0
E01021238,0
E01021239,0
E01021240,0
E01021241,2
E01021242,0
E01021243,0
E01021244,0
E01021245,1
E01021246,0
E01021247,0
E01021248,0
E01021249,0
E01021250,0
E01021251,0
E01021252,0
E01021253,0
E01021254,0
E01021255,0
E01021256,0
E01021257,0
E01021258,2
E01021259,0
E01021260,2
E01021261,2
E01021262,2
E01021263,2
E01021264,0
E01021265,1
E01021266,1
E01021267,1
E01021268,1
E01021269,1
E01021270,1
E01021272,1
E01021273,1
E01021274,1
E01021275,2
E01021276,1
E01021277,2
E01021278,1
E01021279,1
E01021280,0
E01021281,0
E01021282,0
E01021283,1
E01021284,0
E01021285,0
E01021286,1
E01021287,2
E01021289,1
E01021291,1
E01021292,1
E01021293,1
E01021294,2
E01021295,1
E01021296,1
E01021297,2
E01021298,2
E01021299,0
E01021300,1
E01021301,1
E01021303,1
E01021305,1
E01021306,1
E01021307,1
E01021308,2
E01021309,1
E01021310,2
E01021311,1
E01021312,1
E01021313,2
E01021315,1
E01021317,1
E01021318,1
E01021319,1
E01021320,1
E01021321,1
E01021322,1
E01021325,1
E01021326,1
E01021327,1
E01021328,1
E01021329,2
E01021330,2
E01021331,2
E01021332,0
E01021333,0
E01021334,2
E01021335,0
E01021336,2
E01021337,0
E01021338,2
E01021339,1
E01021340,0
E01021341,0
E01021342,1
E01021343,2
E01021344,2
E01021345,0
E01021346,0
E01021347,0
E01021348,0
E01021349,0
E01021350,0
E01021351,0
E01021352,2
E01021353,2
E01021354,1
E01021355,2
E01021356,2
E01021357,2
E01021358,1
E01021359,1
E01021360,2
E01021361,2
E01021362,2
E01021364,0
E01021365,2
E01021366,0
E01021367,1
E01021368,2
E01021369,2
E01021370,1
E01021371,0
E01021372,2
E01021373,2
E01021374,1
E01021375,0
E01021376,0
E01021377,0
E01021378,2
E01021379,0
E01021380,2
E01021381,0
E01021382,0
E01021383,0
E01021384,0
E01021385,0
E01021386,0
E01021387,2
E01021388,2
E01021389,0
E01021390,0
E01021392,2
E01021393,2
E01021394,2
E01021395,0
E01021396,0
E01021397,0
E01021398,0
E01021399,2
E01021400,0
E01021401,2
E01021402,0
E01021403,0
E01021404,0
E01021405,0
E01021406,0
E01021407,0
E01021408,0
E01021409,0
E01021410,2
E01021411,0
E01021412,0
E01021413,0
E01021414,2
E01021415,2
E01021416,2
E01021417,2
E01021418,1
E01021419,2
E01021420,2
E01021422,2
E01021423,1
E01021424,0
E01021425,1
E01021426,2
E01021428,0
E01021429,2
E01021430,2
E01021431,0
E01021432,2
E01021433,0
E01021434,2
E01021435,2
E01021436,0
E01021437,1
E01021438,0
E01021439,2
E01021441,2
E01021442,0
E01021443,2
E01021444,0
E01021445,0
E01021446,0
E01021447,0
E01021448,2
E01021449,2
E01021450,0
E01021451,1
E01021452,0
E01021453,0
E01021454,0
E01021455,0
E01021456,0
E01021457,0
E01021458,0
E01021459,0
E01021460,2
E01021461,1
E01021462,0
E01021463,2
E01021464,2
E01021465,0
E01021466,0
E01021467,0
E01021468,0
E01021469,0
E01021471,0
E01021472,2
E01021473,2
E01021474,0
E01021475,0
E01021476,2
E01021477,0
E01021478,0
E01021479,0
E01021480,0
E01021481,0
E01021482,0
E01021483,0
E01021484,2
E01021485,1
E01021487,2
E01021488,1
E01021489,2
E01021490,1
E01021491,2
E01021492,2
E01021493,2
E01021494,2
E01021495,2
E01021496,1
E01021497,2
E01021498,2
E01021499,2
E01021500,2
E01021501,2
E01021502,2
E01021503,1
E01021504,2
E01021505,2
E01021506,2
E01021508,1
E01021509,2
E01021510,2
E01021511,2
E01021512,0
E01021513,2
E01021514,2
E01021516,2
E01021517,0
E01021518,2
E01021519,0
E01021520,0
E01021521,0
E01021522,2
E01021523,0
E01021524,2
E01021525,2
E01021526,0
E01021527,0
E01021528,2
E01021529,1
E01021530,0
E01021531,2
E01021532,0
E01021533,0
E01021535,0
E01021536,2
E01021537,0
E01021538,2
E01021539,0
E01021540,0
E01021541,2
E01021542,0
E01021543,0
E01021544,0
E01021545,0
E01021546,0
E01021547,0
E01021548,0
E01021550,0
E01021551,0
E01021552,2
E01021553,2
E01021554,2
E01021555,0
E01021556,0
E01021557,0
E01021558,0
E01021559,0
E01021560,0
E01021561,0
E01021562,2
E01021563,1
E01021564,0
E01021565,1
E01021566,0
E01021568,0
E01021569,0
E01021570,0
E01021571,0
E01021572,2
E01021573,2
E01021574,3
E01021575,2
E01021577,0
E01021578,0
E01021579,0
E01021580,0
E01021582,3
E01021583,2
E01021584,0
E01021585,0
E01021586,0
E01021587,0
E01021588,1
E01021589,2
E01021590,0
E01021591,0
E01021593,0
E01021594,2
E01021595,2
E01021597,2
E01021598,1
E01021599,0
E01021601,1
E01021602,3
E01021604,0
E01021605,0
E01021606,0
E01021607,2
E01021608,2
E01021609,0
E01021610,0
E01021611,0
E01021612,0
E01021613,2
E01021614,0
E01021615,0
E01021616,0
E01021617,2
E01021618,0
E01021619,0
E01021620,2
E01021621,0
E01021622,0
E01021623,0
E01021624,0
E01021625,0
E01021626,0
E01021627,0
E01021628,2
E01021629,2
E01021631,1
E01021632,0
E01021633,0
E01021634,0
E01021635,0
E01021637,2
E01021638,1
E01021639,1
E01021640,2
E01021641,1
E01021642,2
E01021643,0
E01021644,2
E01021645,0
E01021646,3
E01021647,3
E01021648,3
E01021649,1
E01021650,2
E01021651,3
E01021652,0
E01021653,0
E01021654,0
E01021655,0
E01021656,0
E01021657,2
E01021658,2
E01021659,0
E01021661,0
E01021662,0
E01021663,0
E01021664,2
E01021665,1
E01021666,2
E01021667,1
E01021668,2
E01021669,1
E01021670,2
E01021671,0
E01021673,0
E01021674,2
E01021675,0
E01021676,0
E01021677,0
E01021678,2
E01021679,0
E01021680,2
E01021681,0
E01021682,0
E01021683,3
E01021684,2
E01021685,1
E01021686,1
E01021687,3
E01021688,3
E01021689,2
E01021690,0
E01021691,0
E01021692,0
E01021693,0
E01021694,0
E01021695,0
E01021696,1
E01021697,1
E01021702,2
E01021704,1
E01021705,2
E01021706,3
E01021707,2
E01021708,0
E01021709,0
E01021710,0
E01021711,1
E01021713,1
E01021714,2
E01021715,2
E01021717,0
E01021718,0
E01021719,2
E01021720,2
E01021721,0
E01021722,2
E01021723,2
E01021724,0
E01021725,0
E01021726,1
E01021727,0
E01021728,0
E01021729,0
E01021730,2
E01021731,0
E01021732,2
E01021733,2
E01021734,0
E01021735,0
E01021736,0
E01021737,0
E01021738,0
E01021739,0
E01021740,0
E01021741,2
E01021743,3
E01021744,0
E01021745,0
E01021746,0
E01021747,0
E01021748,0
E01021749,0
E01021750,0
E01021751,0
E01021752,0
E01021753,2
E01021754,0
E01021755,0
E01021756,0
E01021757,0
E01021758,2
E01021759,0
E01021760,0
E01021761,0
E01021762,2
E01021763,0
E01021764,1
E01021765,0
E01021766,0
E01021767,0
E01021768,2
E01021769,2
E01021770,2
E01021771,1
E01021772,2
E01021773,2
E01021774,2
E01021775,1
E01021776,1
E01021777,2
E01021778,2
E01021779,1
E01021780,0
E01021781,0
E01021782,0
E01021783,0
E01021784,0
E01021785,2
E01021786,0
E01021787,0
E01021788,0
E01021789,0
E01021790,2
E01021791,3
E01021792,0
E01021793,0
E01021795,0
E01021796,0
E01021797,2
E01021798,0
E01021799,1
E01021800,3
E01021801,0
E01021802,2
E01021803,0
E01021804,0
E01021805,0
